"MTU (CET/CEST)","Generation - Solar [MW] Day Ahead/ BZN|ES","Generation - Solar [MW] Intraday / BZN|ES","Generation - Solar [MW] Current / BZN|ES","Generation - Wind Offshore [MW] Day Ahead/ BZN|ES","Generation - Wind Offshore [MW] Intraday / BZN|ES","Generation - Wind Offshore [MW] Current / BZN|ES","Generation - Wind Onshore [MW] Day Ahead/ BZN|ES","Generation - Wind Onshore [MW] Intraday / BZN|ES","Generation - Wind Onshore [MW] Current / BZN|ES"
"03.01.2025 07:45 - 03.01.2025 08:00","7","2","2","n/e","n/e","n/e","10294","11896","11896"
"03.01.2025 08:00 - 03.01.2025 08:15","9","6","6","n/e","n/e","n/e","10338","12155","12155"
"03.01.2025 08:15 - 03.01.2025 08:30","69","73","73","n/e","n/e","n/e","10350","12088","12088"
"03.01.2025 08:30 - 03.01.2025 08:45","211","229","229","n/e","n/e","n/e","10348","12035","12035"
"03.01.2025 08:45 - 03.01.2025 09:00","428","451","451","n/e","n/e","n/e","10330","11989","11989"
"03.01.2025 09:00 - 03.01.2025 09:15","1687","1653","1509","n/e","n/e","n/e","10335","12007","12662"
"03.01.2025 09:15 - 03.01.2025 09:30","2577","2474","2448","n/e","n/e","n/e","10276","11924","12514"
"03.01.2025 09:30 - 03.01.2025 09:45","3647","3462","3496","n/e","n/e","n/e","10193","11805","12332"
"03.01.2025 09:45 - 03.01.2025 10:00","4800","4529","4569","n/e","n/e","n/e","10092","11652","12125"
"03.01.2025 10:00 - 03.01.2025 10:15","7047","6545","6665","n/e","n/e","n/e","9990","11503","12388"
"03.01.2025 10:15 - 03.01.2025 10:30","8210","7618","7543","n/e","n/e","n/e","9870","11300","12137"
"03.01.2025 10:30 - 03.01.2025 10:45","9096","8442","8260","n/e","n/e","n/e","9751","11084","11898"
"03.01.2025 10:45 - 03.01.2025 11:00","9738","9047","8838","n/e","n/e","n/e","9640","10872","11680"
"03.01.2025 11:00 - 03.01.2025 11:15","10506","9774","9789","n/e","n/e","n/e","9484","10587","11910"
"03.01.2025 11:15 - 03.01.2025 11:30","10870","10115","10210","n/e","n/e","n/e","9411","10445","11730"
"03.01.2025 11:30 - 03.01.2025 11:45","11171","10391","10547","n/e","n/e","n/e","9367","10362","11589"
"03.01.2025 11:45 - 03.01.2025 12:00","11412","10611","10802","n/e","n/e","n/e","9346","10328","11484"
"03.01.2025 12:00 - 03.01.2025 12:15","11759","10919","11568","n/e","n/e","n/e","9341","10305","11857"
"03.01.2025 12:15 - 03.01.2025 12:30","11858","11034","11656","n/e","n/e","n/e","9351","10324","11810"
"03.01.2025 12:30 - 03.01.2025 12:45","11875","11094","11688","n/e","n/e","n/e","9368","10399","11773"
"03.01.2025 12:45 - 03.01.2025 13:00","11825","11108","11671","n/e","n/e","n/e","9388","10476","11741"
"03.01.2025 13:00 - 03.01.2025 13:15","11776","11114","11596","n/e","n/e","n/e","9415","10568","12104"
"03.01.2025 13:15 - 03.01.2025 13:30","11661","11062","11520","n/e","n/e","n/e","9436","10639","12084"
"03.01.2025 13:30 - 03.01.2025 13:45","11542","10990","11426","n/e","n/e","n/e","9454","10705","12057"
"03.01.2025 13:45 - 03.01.2025 14:00","11421","10902","11309","n/e","n/e","n/e","9468","10765","12019"
"03.01.2025 14:00 - 03.01.2025 14:15","11339","10836","11159","n/e","n/e","n/e","9479","10815","12645"
"03.01.2025 14:15 - 03.01.2025 14:30","11194","10729","10982","n/e","n/e","n/e","9482","10867","12570"
"03.01.2025 14:30 - 03.01.2025 14:45","11024","10609","10761","n/e","n/e","n/e","9479","10915","12482"
"03.01.2025 14:45 - 03.01.2025 15:00","10796","10440","10480","n/e","n/e","n/e","9474","10956","12384"
"03.01.2025 15:00 - 03.01.2025 15:15","10789","10505","10348","n/e","n/e","n/e","9471","11013","13066"
"03.01.2025 15:15 - 03.01.2025 15:30","10319","10091","9849","n/e","n/e","n/e","9473","11029","12941"
"03.01.2025 15:30 - 03.01.2025 15:45","9680","9498","9246","n/e","n/e","n/e","9485","11028","12823"
"03.01.2025 15:45 - 03.01.2025 16:00","8874","8729","8525","n/e","n/e","n/e","9508","11017","12713"
"03.01.2025 16:00 - 03.01.2025 16:15","8459","8275","8054","n/e","n/e","n/e","9516","10997","12668"
"03.01.2025 16:15 - 03.01.2025 16:30","7261","7131","6911","n/e","n/e","n/e","9561","10987","12589"
"03.01.2025 16:30 - 03.01.2025 16:45","5928","5861","5694","n/e","n/e","n/e","9617","10988","12527"
"03.01.2025 16:45 - 03.01.2025 17:00","4556","4553","4478","n/e","n/e","n/e","9681","11000","12479"
"03.01.2025 17:00 - 03.01.2025 17:15","3387","3467","3108","n/e","n/e","n/e","9752","11007","12496"
"03.01.2025 17:15 - 03.01.2025 17:30","2239","2337","1905","n/e","n/e","n/e","9825","11034","12464"
"03.01.2025 17:30 - 03.01.2025 17:45","1380","1462","1384","n/e","n/e","n/e","9899","11065","12436"
"03.01.2025 17:45 - 03.01.2025 18:00","786","829","1037","n/e","n/e","n/e","9969","11101","12408"
"03.01.2025 18:00 - 03.01.2025 18:15","277","232","295","n/e","n/e","n/e","10052","11133","13187"
"03.01.2025 18:15 - 03.01.2025 18:30","169","116","194","n/e","n/e","n/e","10111","11178","13112"
"03.01.2025 18:30 - 03.01.2025 18:45","130","81","160","n/e","n/e","n/e","10162","11228","13031"
"03.01.2025 18:45 - 03.01.2025 19:00","108","66","142","n/e","n/e","n/e","10205","11280","12943"
"03.01.2025 19:00 - 03.01.2025 19:15","95","57","48","n/e","n/e","n/e","10249","11347","13191"
"03.01.2025 19:15 - 03.01.2025 19:30","80","50","43","n/e","n/e","n/e","10279","11391","13085"
"03.01.2025 19:30 - 03.01.2025 19:45","65","44","39","n/e","n/e","n/e","10304","11426","12980"
"03.01.2025 19:45 - 03.01.2025 20:00","53","39","36","n/e","n/e","n/e","10324","11454","12877"
"03.01.2025 20:00 - 03.01.2025 20:15","33","37","31","n/e","n/e","n/e","10342","11465","13247"
"03.01.2025 20:15 - 03.01.2025 20:30","39","32","28","n/e","n/e","n/e","10354","11488","13124"
"03.01.2025 20:30 - 03.01.2025 20:45","55","28","25","n/e","n/e","n/e","10362","11511","13012"
"03.01.2025 20:45 - 03.01.2025 21:00","77","25","22","n/e","n/e","n/e","10366","11535","12909"
"03.01.2025 21:00 - 03.01.2025 21:15","132","21","20","n/e","n/e","n/e","10369","11557","13143"
"03.01.2025 21:15 - 03.01.2025 21:30","158","18","18","n/e","n/e","n/e","10368","11584","13039"
"03.01.2025 21:30 - 03.01.2025 21:45","173","16","16","n/e","n/e","n/e","10365","11611","12940"
"03.01.2025 21:45 - 03.01.2025 22:00","178","14","16","n/e","n/e","n/e","10360","11639","12846"
"03.01.2025 22:00 - 03.01.2025 22:15","192","13","8","n/e","n/e","n/e","10356","11670","13067"
"03.01.2025 22:15 - 03.01.2025 22:30","177","12","9","n/e","n/e","n/e","10349","11694","12974"
"03.01.2025 22:30 - 03.01.2025 22:45","153","11","9","n/e","n/e","n/e","10341","11717","12884"
"03.01.2025 22:45 - 03.01.2025 23:00","124","12","10","n/e","n/e","n/e","10331","11743","12794"
"03.01.2025 23:00 - 03.01.2025 23:15","100","13","29","n/e","n/e","n/e","10325","11748","13191"
"03.01.2025 23:15 - 03.01.2025 23:30","70","12","26","n/e","n/e","n/e","10304","11802","13075"
"03.01.2025 23:30 - 03.01.2025 23:45","44","10","21","n/e","n/e","n/e","10276","11877","12949"
"03.01.2025 23:45 - 04.01.2025 00:00","24","8","17","n/e","n/e","n/e","10249","11956","12815"
"04.01.2025 00:00 - 04.01.2025 00:15","17","3","3","n/e","n/e","n/e","11350","12873","12873"
"04.01.2025 00:15 - 04.01.2025 00:30","16","3","3","n/e","n/e","n/e","11341","12746","12746"
"04.01.2025 00:30 - 04.01.2025 00:45","15","3","3","n/e","n/e","n/e","11323","12615","12615"
"04.01.2025 00:45 - 04.01.2025 01:00","15","3","3","n/e","n/e","n/e","11294","12481","12481"
"04.01.2025 01:00 - 04.01.2025 01:15","15","0","0","n/e","n/e","n/e","11286","12434","12434"
"04.01.2025 01:15 - 04.01.2025 01:30","15","0","0","n/e","n/e","n/e","11229","12300","12300"
"04.01.2025 01:30 - 04.01.2025 01:45","15","0","0","n/e","n/e","n/e","11155","12162","12162"
"04.01.2025 01:45 - 04.01.2025 02:00","15","1","1","n/e","n/e","n/e","11069","12019","12019"
"04.01.2025 02:00 - 04.01.2025 02:15","15","3","3","n/e","n/e","n/e","10986","11692","11692"
"04.01.2025 02:15 - 04.01.2025 02:30","13","3","3","n/e","n/e","n/e","10884","11564","11564"
"04.01.2025 02:30 - 04.01.2025 02:45","11","3","3","n/e","n/e","n/e","10779","11437","11437"
"04.01.2025 02:45 - 04.01.2025 03:00","9","3","3","n/e","n/e","n/e","10679","11314","11314"
"04.01.2025 03:00 - 04.01.2025 03:15","6","5","5","n/e","n/e","n/e","10547","11039","11039"
"04.01.2025 03:15 - 04.01.2025 03:30","7","4","4","n/e","n/e","n/e","10480","10934","10934"
"04.01.2025 03:30 - 04.01.2025 03:45","9","3","3","n/e","n/e","n/e","10438","10842","10842"
"04.01.2025 03:45 - 04.01.2025 04:00","12","2","2","n/e","n/e","n/e","10413","10761","10761"
"04.01.2025 04:00 - 04.01.2025 04:15","20","0","0","n/e","n/e","n/e","10394","10607","10607"
"04.01.2025 04:15 - 04.01.2025 04:30","23","0","0","n/e","n/e","n/e","10371","10553","10553"
"04.01.2025 04:30 - 04.01.2025 04:45","25","0","0","n/e","n/e","n/e","10335","10507","10507"
"04.01.2025 04:45 - 04.01.2025 05:00","25","0","0","n/e","n/e","n/e","10289","10465","10465"
"04.01.2025 05:00 - 04.01.2025 05:15","26","4","4","n/e","n/e","n/e","10223","10422","10422"
"04.01.2025 05:15 - 04.01.2025 05:30","24","4","4","n/e","n/e","n/e","10177","10381","10381"
"04.01.2025 05:30 - 04.01.2025 05:45","21","4","4","n/e","n/e","n/e","10137","10331","10331"
"04.01.2025 05:45 - 04.01.2025 06:00","17","4","4","n/e","n/e","n/e","10102","10272","10272"
"04.01.2025 06:00 - 04.01.2025 06:15","13","0","0","n/e","n/e","n/e","10070","10317","10317"
"04.01.2025 06:15 - 04.01.2025 06:30","10","0","0","n/e","n/e","n/e","10029","10244","10244"
"04.01.2025 06:30 - 04.01.2025 06:45","9","1","1","n/e","n/e","n/e","9982","10181","10181"
"04.01.2025 06:45 - 04.01.2025 07:00","8","2","2","n/e","n/e","n/e","9928","10123","10123"
"04.01.2025 07:00 - 04.01.2025 07:15","8","5","5","n/e","n/e","n/e","9889","10032","10032"
"04.01.2025 07:15 - 04.01.2025 07:30","8","5","5","n/e","n/e","n/e","9835","9963","9963"
"04.01.2025 07:30 - 04.01.2025 07:45","8","4","4","n/e","n/e","n/e","9786","9897","9897"
"04.01.2025 07:45 - 04.01.2025 08:00","7","4","4","n/e","n/e","n/e","9737","9829","9829"
"04.01.2025 08:00 - 04.01.2025 08:15","7","3","3","n/e","n/e","n/e","9723","10051","10051"
"04.01.2025 08:15 - 04.01.2025 08:30","69","56","56","n/e","n/e","n/e","9660","9962","9962"
"04.01.2025 08:30 - 04.01.2025 08:45","208","190","190","n/e","n/e","n/e","9583","9866","9866"
"04.01.2025 08:45 - 04.01.2025 09:00","420","379","379","n/e","n/e","n/e","9488","9757","9757"
"04.01.2025 09:00 - 04.01.2025 09:15","1567","1492","1384","n/e","n/e","n/e","9429","9680","9853"
"04.01.2025 09:15 - 04.01.2025 09:30","2351","2236","2240","n/e","n/e","n/e","9284","9525","9703"
"04.01.2025 09:30 - 04.01.2025 09:45","3274","3127","3200","n/e","n/e","n/e","9111","9343","9533"
"04.01.2025 09:45 - 04.01.2025 10:00","4262","4096","4194","n/e","n/e","n/e","8920","9142","9345"
"04.01.2025 10:00 - 04.01.2025 10:15","6066","5908","5455","n/e","n/e","n/e","8705","8945","9577"
"04.01.2025 10:15 - 04.01.2025 10:30","7070","6929","6385","n/e","n/e","n/e","8514","8731","9350"
"04.01.2025 10:30 - 04.01.2025 10:45","7880","7769","7215","n/e","n/e","n/e","8341","8528","9127"
"04.01.2025 10:45 - 04.01.2025 11:00","8510","8440","7941","n/e","n/e","n/e","8191","8341","8918"
"04.01.2025 11:00 - 04.01.2025 11:15","9290","9269","8064","n/e","n/e","n/e","8006","8132","8936"
"04.01.2025 11:15 - 04.01.2025 11:30","9698","9716","8588","n/e","n/e","n/e","7915","7991","8782"
"04.01.2025 11:30 - 04.01.2025 11:45","10038","10084","9022","n/e","n/e","n/e","7858","7879","8659"
"04.01.2025 11:45 - 04.01.2025 12:00","10320","10379","9372","n/e","n/e","n/e","7828","7794","8565"
"04.01.2025 12:00 - 04.01.2025 12:15","10699","10757","10460","n/e","n/e","n/e","7791","7706","8933"
"04.01.2025 12:15 - 04.01.2025 12:30","10867","10921","10629","n/e","n/e","n/e","7792","7663","8885"
"04.01.2025 12:30 - 04.01.2025 12:45","10976","11019","10743","n/e","n/e","n/e","7797","7670","8843"
"04.01.2025 12:45 - 04.01.2025 13:00","11033","11062","10808","n/e","n/e","n/e","7807","7687","8805"
"04.01.2025 13:00 - 04.01.2025 13:15","11111","11114","10903","n/e","n/e","n/e","7800","7698","9099"
"04.01.2025 13:15 - 04.01.2025 13:30","11087","11080","10915","n/e","n/e","n/e","7820","7724","9067"
"04.01.2025 13:30 - 04.01.2025 13:45","11033","11020","10893","n/e","n/e","n/e","7847","7748","9028"
"04.01.2025 13:45 - 04.01.2025 14:00","10952","10935","10835","n/e","n/e","n/e","7880","7770","8981"
"04.01.2025 14:00 - 04.01.2025 14:15","10930","10948","11112","n/e","n/e","n/e","7902","7800","8910"
"04.01.2025 14:15 - 04.01.2025 14:30","10802","10800","10995","n/e","n/e","n/e","7947","7816","8877"
"04.01.2025 14:30 - 04.01.2025 14:45","10646","10611","10824","n/e","n/e","n/e","7997","7828","8839"
"04.01.2025 14:45 - 04.01.2025 15:00","10425","10351","10562","n/e","n/e","n/e","8046","7837","8797"
"04.01.2025 15:00 - 04.01.2025 15:15","10444","10285","10420","n/e","n/e","n/e","8118","7832","9076"
"04.01.2025 15:15 - 04.01.2025 15:30","9939","9764","9835","n/e","n/e","n/e","8143","7837","9025"
"04.01.2025 15:30 - 04.01.2025 15:45","9239","9071","9104","n/e","n/e","n/e","8148","7843","8976"
"04.01.2025 15:45 - 04.01.2025 16:00","8364","8219","8240","n/e","n/e","n/e","8150","7857","8936"
"04.01.2025 16:00 - 04.01.2025 16:15","7796","7719","7437","n/e","n/e","n/e","8122","7851","9274"
"04.01.2025 16:15 - 04.01.2025 16:30","6608","6537","6193","n/e","n/e","n/e","8174","7904","9280"
"04.01.2025 16:30 - 04.01.2025 16:45","5354","5267","4896","n/e","n/e","n/e","8274","7987","9325"
"04.01.2025 16:45 - 04.01.2025 17:00","4107","3992","3632","n/e","n/e","n/e","8412","8098","9403"
"04.01.2025 17:00 - 04.01.2025 17:15","3052","2892","3218","n/e","n/e","n/e","8570","8208","9273"
"04.01.2025 17:15 - 04.01.2025 17:30","2033","1869","2448","n/e","n/e","n/e","8740","8361","9413"
"04.01.2025 17:30 - 04.01.2025 17:45","1259","1115","1883","n/e","n/e","n/e","8906","8530","9559"
"04.01.2025 17:45 - 04.01.2025 18:00","711","604","519","n/e","n/e","n/e","9066","8706","9704"
"04.01.2025 18:00 - 04.01.2025 18:15","195","152","84","n/e","n/e","n/e","9230","8899","9741"
"04.01.2025 18:15 - 04.01.2025 18:30","128","100","44","n/e","n/e","n/e","9383","9069","9876"
"04.01.2025 18:30 - 04.01.2025 18:45","107","85","35","n/e","n/e","n/e","9533","9224","9993"
"04.01.2025 18:45 - 04.01.2025 19:00","94","78","31","n/e","n/e","n/e","9673","9361","10094"
"04.01.2025 19:00 - 04.01.2025 19:15","86","74","23","n/e","n/e","n/e","9845","9524","10201"
"04.01.2025 19:15 - 04.01.2025 19:30","74","71","20","n/e","n/e","n/e","9943","9617","10256"
"04.01.2025 19:30 - 04.01.2025 19:45","60","67","18","n/e","n/e","n/e","10009","9685","10305"
"04.01.2025 19:45 - 04.01.2025 20:00","48","63","16","n/e","n/e","n/e","10051","9735","10349"
"04.01.2025 20:00 - 04.01.2025 20:15","30","54","4","n/e","n/e","n/e","10080","9776","10545"
"04.01.2025 20:15 - 04.01.2025 20:30","33","54","5","n/e","n/e","n/e","10104","9813","10549"
"04.01.2025 20:30 - 04.01.2025 20:45","45","59","5","n/e","n/e","n/e","10133","9855","10553"
"04.01.2025 20:45 - 04.01.2025 21:00","63","65","6","n/e","n/e","n/e","10166","9901","10557"
"04.01.2025 21:00 - 04.01.2025 21:15","104","81","7","n/e","n/e","n/e","10199","9951","11016"
"04.01.2025 21:15 - 04.01.2025 21:30","125","81","6","n/e","n/e","n/e","10237","9993","10989"
"04.01.2025 21:30 - 04.01.2025 21:45","139","74","5","n/e","n/e","n/e","10275","10029","10962"
"04.01.2025 21:45 - 04.01.2025 22:00","145","62","5","n/e","n/e","n/e","10313","10060","10937"
"04.01.2025 22:00 - 04.01.2025 22:15","153","46","5","n/e","n/e","n/e","10366","10078","11454"
"04.01.2025 22:15 - 04.01.2025 22:30","152","36","6","n/e","n/e","n/e","10399","10105","11413"
"04.01.2025 22:30 - 04.01.2025 22:45","150","31","10","n/e","n/e","n/e","10429","10132","11380"
"04.01.2025 22:45 - 04.01.2025 23:00","145","30","16","n/e","n/e","n/e","10456","10158","11351"
"04.01.2025 23:00 - 04.01.2025 23:15","150","32","32","n/e","n/e","n/e","10483","10194","11525"
"04.01.2025 23:15 - 04.01.2025 23:30","133","32","30","n/e","n/e","n/e","10501","10211","11492"
"04.01.2025 23:30 - 04.01.2025 23:45","109","31","25","n/e","n/e","n/e","10516","10220","11457"
"04.01.2025 23:45 - 05.01.2025 00:00","81","28","19","n/e","n/e","n/e","10529","10224","11421"
"05.01.2025 00:00 - 05.01.2025 00:15","32","8","8","n/e","n/e","n/e","10623","11221","11221"
"05.01.2025 00:15 - 05.01.2025 00:30","27","6","6","n/e","n/e","n/e","10648","11206","11206"
"05.01.2025 00:30 - 05.01.2025 00:45","24","6","6","n/e","n/e","n/e","10678","11191","11191"
"05.01.2025 00:45 - 05.01.2025 01:00","24","5","5","n/e","n/e","n/e","10711","11177","11177"
"05.01.2025 01:00 - 05.01.2025 01:15","24","7","7","n/e","n/e","n/e","10756","11163","11163"
"05.01.2025 01:15 - 05.01.2025 01:30","26","8","8","n/e","n/e","n/e","10791","11166","11166"
"05.01.2025 01:30 - 05.01.2025 01:45","27","10","10","n/e","n/e","n/e","10825","11173","11173"
"05.01.2025 01:45 - 05.01.2025 02:00","27","12","12","n/e","n/e","n/e","10858","11183","11183"
"05.01.2025 02:00 - 05.01.2025 02:15","29","4","4","n/e","n/e","n/e","10887","11241","11241"
"05.01.2025 02:15 - 05.01.2025 02:30","29","3","3","n/e","n/e","n/e","10928","11252","11252"
"05.01.2025 02:30 - 05.01.2025 02:45","27","3","3","n/e","n/e","n/e","10975","11274","11274"
"05.01.2025 02:45 - 05.01.2025 03:00","26","3","3","n/e","n/e","n/e","11028","11306","11306"
"05.01.2025 03:00 - 05.01.2025 03:15","24","5","5","n/e","n/e","n/e","11064","11516","11516"
"05.01.2025 03:15 - 05.01.2025 03:30","22","4","4","n/e","n/e","n/e","11124","11529","11529"
"05.01.2025 03:30 - 05.01.2025 03:45","19","3","3","n/e","n/e","n/e","11187","11542","11542"
"05.01.2025 03:45 - 05.01.2025 04:00","16","3","3","n/e","n/e","n/e","11252","11556","11556"
"05.01.2025 04:00 - 05.01.2025 04:15","14","0","0","n/e","n/e","n/e","11312","11468","11468"
"05.01.2025 04:15 - 05.01.2025 04:30","11","0","0","n/e","n/e","n/e","11387","11501","11501"
"05.01.2025 04:30 - 05.01.2025 04:45","8","0","0","n/e","n/e","n/e","11467","11538","11538"
"05.01.2025 04:45 - 05.01.2025 05:00","6","0","0","n/e","n/e","n/e","11550","11578","11578"
"05.01.2025 05:00 - 05.01.2025 05:15","3","0","0","n/e","n/e","n/e","11644","11679","11679"
"05.01.2025 05:15 - 05.01.2025 05:30","2","0","0","n/e","n/e","n/e","11718","11715","11715"
"05.01.2025 05:30 - 05.01.2025 05:45","1","0","0","n/e","n/e","n/e","11783","11752","11752"
"05.01.2025 05:45 - 05.01.2025 06:00","2","0","0","n/e","n/e","n/e","11838","11790","11790"
"05.01.2025 06:00 - 05.01.2025 06:15","2","0","0","n/e","n/e","n/e","11890","11755","11755"
"05.01.2025 06:15 - 05.01.2025 06:30","3","0","0","n/e","n/e","n/e","11930","11810","11810"
"05.01.2025 06:30 - 05.01.2025 06:45","3","0","0","n/e","n/e","n/e","11965","11865","11865"
"05.01.2025 06:45 - 05.01.2025 07:00","3","0","0","n/e","n/e","n/e","11998","11919","11919"
"05.01.2025 07:00 - 05.01.2025 07:15","2","0","0","n/e","n/e","n/e","12017","11995","11995"
"05.01.2025 07:15 - 05.01.2025 07:30","2","1","1","n/e","n/e","n/e","12049","12033","12033"
"05.01.2025 07:30 - 05.01.2025 07:45","3","1","1","n/e","n/e","n/e","12084","12069","12069"
"05.01.2025 07:45 - 05.01.2025 08:00","3","2","2","n/e","n/e","n/e","12118","12104","12104"
"05.01.2025 08:00 - 05.01.2025 08:15","5","6","6","n/e","n/e","n/e","12167","12352","12352"
"05.01.2025 08:15 - 05.01.2025 08:30","45","36","36","n/e","n/e","n/e","12189","12332","12332"
"05.01.2025 08:30 - 05.01.2025 08:45","131","119","119","n/e","n/e","n/e","12199","12317","12317"
"05.01.2025 08:45 - 05.01.2025 09:00","260","236","236","n/e","n/e","n/e","12196","12303","12303"
"05.01.2025 09:00 - 05.01.2025 09:15","941","911","891","n/e","n/e","n/e","12199","12309","12694"
"05.01.2025 09:15 - 05.01.2025 09:30","1399","1353","1381","n/e","n/e","n/e","12164","12282","12645"
"05.01.2025 09:30 - 05.01.2025 09:45","1930","1878","1930","n/e","n/e","n/e","12114","12244","12573"
"05.01.2025 09:45 - 05.01.2025 10:00","2501","2455","2507","n/e","n/e","n/e","12061","12197","12490"
"05.01.2025 10:00 - 05.01.2025 10:15","3496","3484","3584","n/e","n/e","n/e","11961","12167","12642"
"05.01.2025 10:15 - 05.01.2025 10:30","4116","4116","4180","n/e","n/e","n/e","11947","12107","12583"
"05.01.2025 10:30 - 05.01.2025 10:45","4661","4670","4716","n/e","n/e","n/e","11972","12053","12578"
"05.01.2025 10:45 - 05.01.2025 11:00","5120","5141","5187","n/e","n/e","n/e","12030","12014","12618"
"05.01.2025 11:00 - 05.01.2025 11:15","5755","5772","5860","n/e","n/e","n/e","12090","11930","12520"
"05.01.2025 11:15 - 05.01.2025 11:30","6050","6099","6208","n/e","n/e","n/e","12191","11963","12620"
"05.01.2025 11:30 - 05.01.2025 11:45","6251","6351","6471","n/e","n/e","n/e","12301","12046","12767"
"05.01.2025 11:45 - 05.01.2025 12:00","6378","6535","6660","n/e","n/e","n/e","12423","12163","12948"
"05.01.2025 12:00 - 05.01.2025 12:15","6499","6753","6857","n/e","n/e","n/e","12536","12321","13416"
"05.01.2025 12:15 - 05.01.2025 12:30","6552","6823","6927","n/e","n/e","n/e","12686","12452","13544"
"05.01.2025 12:30 - 05.01.2025 12:45","6597","6845","6950","n/e","n/e","n/e","12851","12604","13693"
"05.01.2025 12:45 - 05.01.2025 13:00","6629","6831","6934","n/e","n/e","n/e","13020","12730","13849"
"05.01.2025 13:00 - 05.01.2025 13:15","6704","6838","7191","n/e","n/e","n/e","13244","12904","14596"
"05.01.2025 13:15 - 05.01.2025 13:30","6673","6782","7121","n/e","n/e","n/e","13377","12970","14665"
"05.01.2025 13:30 - 05.01.2025 13:45","6594","6717","7024","n/e","n/e","n/e","13474","13005","14737"
"05.01.2025 13:45 - 05.01.2025 14:00","6471","6635","6899","n/e","n/e","n/e","13546","13027","14808"
"05.01.2025 14:00 - 05.01.2025 14:15","6372","6609","6634","n/e","n/e","n/e","13597","12991","15346"
"05.01.2025 14:15 - 05.01.2025 14:30","6183","6446","6466","n/e","n/e","n/e","13666","13052","15355"
"05.01.2025 14:30 - 05.01.2025 14:45","5970","6225","6257","n/e","n/e","n/e","13751","13159","15371"
"05.01.2025 14:45 - 05.01.2025 15:00","5716","5938","5994","n/e","n/e","n/e","13844","13293","15391"
"05.01.2025 15:00 - 05.01.2025 15:15","5621","5793","5246","n/e","n/e","n/e","13963","13464","15987"
"05.01.2025 15:15 - 05.01.2025 15:30","5218","5343","4813","n/e","n/e","n/e","14025","13579","15919"
"05.01.2025 15:30 - 05.01.2025 15:45","4725","4813","4314","n/e","n/e","n/e","14056","13653","15854"
"05.01.2025 15:45 - 05.01.2025 16:00","4160","4222","3762","n/e","n/e","n/e","14068","13694","15797"
"05.01.2025 16:00 - 05.01.2025 16:15","3723","3764","2463","n/e","n/e","n/e","14044","13716","16027"
"05.01.2025 16:15 - 05.01.2025 16:30","3058","3089","1863","n/e","n/e","n/e","14067","13736","15981"
"05.01.2025 16:30 - 05.01.2025 16:45","2400","2424","1274","n/e","n/e","n/e","14116","13763","15944"
"05.01.2025 16:45 - 05.01.2025 17:00","1781","1800","839","n/e","n/e","n/e","14184","13800","15918"
"05.01.2025 17:00 - 05.01.2025 17:15","1268","1282","612","n/e","n/e","n/e","14264","13828","16321"
"05.01.2025 17:15 - 05.01.2025 17:30","816","825","422","n/e","n/e","n/e","14333","13881","16313"
"05.01.2025 17:30 - 05.01.2025 17:45","498","500","280","n/e","n/e","n/e","14385","13939","16316"
"05.01.2025 17:45 - 05.01.2025 18:00","299","291","205","n/e","n/e","n/e","14423","13998","16329"
"05.01.2025 18:00 - 05.01.2025 18:15","152","118","23","n/e","n/e","n/e","14462","14066","15745"
"05.01.2025 18:15 - 05.01.2025 18:30","146","109","12","n/e","n/e","n/e","14484","14112","15808"
"05.01.2025 18:30 - 05.01.2025 18:45","148","107","10","n/e","n/e","n/e","14504","14147","15886"
"05.01.2025 18:45 - 05.01.2025 19:00","143","102","9","n/e","n/e","n/e","14521","14173","15977"
"05.01.2025 19:00 - 05.01.2025 19:15","140","94","5","n/e","n/e","n/e","14547","14208","15573"
"05.01.2025 19:15 - 05.01.2025 19:30","124","88","4","n/e","n/e","n/e","14555","14230","15651"
"05.01.2025 19:30 - 05.01.2025 19:45","106","83","5","n/e","n/e","n/e","14558","14254","15731"
"05.01.2025 19:45 - 05.01.2025 20:00","90","81","5","n/e","n/e","n/e","14558","14277","15812"
"05.01.2025 20:00 - 05.01.2025 20:15","66","81","3","n/e","n/e","n/e","14549","14317","15310"
"05.01.2025 20:15 - 05.01.2025 20:30","66","77","2","n/e","n/e","n/e","14555","14316","15361"
"05.01.2025 20:30 - 05.01.2025 20:45","77","71","2","n/e","n/e","n/e","14567","14298","15402"
